Table geological_layer_age
geolayer_idlocality;geolayer_name;laboratory_idlaboratory;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history;
Maisières-Canal;MH;OxA;OxA-18012;27780;160;160;14C (radiocarbon) dating;bone;2010;scraped tibia of Lepus timidus. It is from a secondary stratigraphic context.;andrew;26.03.2019;Hannes Wegeng  26.03.19; Hannes Wegeng  28.03.19;
Maisières-Canal;MH;OxA;OxA-18008;28370;170;170;14C (radiocarbon) dating;bone;2010;cut rib of Mammuthus primigenius. It is from a secondary stratigraphic context.;andrew;26.03.2019;Hannes Wegeng  26.03.19; Hannes Wegeng  28.03.19;
Maisières-Canal;MH;OxA;OxA-18007;27950;170;170;14C (radiocarbon) dating;bone;2010;cut radius-ulna of Rangifer tarandus. Because of its cut marks and its clear stratigraphic context, this date is to be preferred over the other dates according to Jacobi et al. 2010. The other worked or cut-marked dated pieces are from secondary contexts.;andrew;26.03.2019;Hannes Wegeng  26.03.19; Hannes Wegeng  28.03.19;
Maisières-Canal;MH;GrN;GrN-23292;28240;300;300;14C (radiocarbon) dating;bone;1997;bone from mammuthus primigenius;andrew;28.03.2019;Hannes Wegeng  28.03.19;
Maisières-Canal;MH;OxA;OxA-17947;28780;170;170;14C (radiocarbon) dating;ivory;2010;tusks of Mammuthus primigenius, the same specimen as OxA-17947;andrew;26.03.2019;Hannes Wegeng  26.03.19;
Maisières-Canal;MH;OxA;OxA-17962;29060;170;170;14C (radiocarbon) dating;ivory;2010;non-descript artefact made out of ivory from Mammuthus primigenius. It is from a secondary stratigraphic context.;andrew;26.03.2019;Hannes Wegeng  26.03.19; Hannes Wegeng  28.03.19;
Maisières-Canal;MH;GrA;GrA-9273;28130;1020;900;14C (radiocarbon) dating;bone;1997;bone from rangifer tarandus;andrew;28.03.2019;Hannes Wegeng  28.03.19;
Maisières-Canal;MH;GrN;GrN-5523;27965;260;260;14C (radiocarbon) dating;sediment organic;1967;humus sample was just below and slightly to the side of a mammoth tusk;andrew;28.03.2019;Hannes Wegeng  28.03.19; andrew  06.06.19;
Maisières-Canal;MH;OxA;OxA-17946;28290;150;150;14C (radiocarbon) dating;ivory;2010;tusks of Mammuthus primigenius;andrew;26.03.2019;Hannes Wegeng  26.03.19;
Makapansgat;Makapansgat Member 3;;;2000000;;;ESR (electron spin resonance) dating;tooth;;alcelaphine tooth enamel;andrew;08.10.2009;Patrick Schmidt  08.10.2009; andrew  06.06.19;
Makarovo-4;Layer 6a;AA;AA-8878;38000;1000000;0;14C (radiocarbon) dating;bone burnt;1995;;Abay Namen;17.12.2021;Abay Namen  17.12.21;
Makarovo-4;Layer 6a;AA;AA-8879;39340;1300;1300;14C (radiocarbon) dating;;1993;wrong codes;Abay Namen;17.12.2021;Abay Namen  17.12.21;
Makarovo-4;Layer 6a;AA;AA-8880;39000;1000000;0;14C (radiocarbon) dating;bone burnt;1995;;Abay Namen;17.12.2021;Abay Namen  17.12.21;
Makarovo-4;Layer 6a;AA;AA-8879;27005;370;370;14C (radiocarbon) dating;;1993;wrong codes;Abay Namen;17.12.2021;Abay Namen  17.12.21;
Makarovo-4;Layer 6a;AA;AA-8879;38000;1000000;0;14C (radiocarbon) dating;bone burnt;1995;;Abay Namen;17.12.2021;Abay Namen  17.12.21;
Makuyuni Generic;Layer 23;;;633000;39000;39000;Ar/Ar (argon-argon) dating;;;;Eike Inacker;10.10.2013;
Makuyuni Generic;Layer 24;;;633000;39000;39000;Ar/Ar (argon-argon) dating;;;;Eike Inacker;10.10.2013;
Makuyuni Generic;Layer 7;;;1080000;11000;11000;Ar/Ar (argon-argon) dating;;;;Eike Inacker;10.10.2013;Eike Inacker  10.10.13;
Makuyuni Generic;Layer 8;;;1011000;10000;10000;Ar/Ar (argon-argon) dating;;;;Eike Inacker;10.10.2013;
Mala Balanica;Layer 3a;;MABA 5b;395000;59000;56000;ESR (electron spin resonance) dating;tooth;2013;;Armando Falcucci;15.07.2020;Armando Falcucci  15.07.20;
Mala Balanica;Layer 3b;;MABA 1a;383000;70000;63000;ESR (electron spin resonance) dating;tooth;2013;;Armando Falcucci;15.07.2020;Armando Falcucci  15.07.20;
Mala Balanica;Layer 3b;;MABA 5c;413000;54000;52000;ESR (electron spin resonance) dating;tooth;2013;;Armando Falcucci;15.07.2020;Armando Falcucci  15.07.20;
Mala Balanica;Layer 3b;;MABA SED 1;449000;52000;52000;IRSL (infrared stimulated luminescence) dating;sediment;2013;;Armando Falcucci;15.07.2020;Armando Falcucci  15.07.20;
Mala Balanica;Layer 3b;;MABA 2a;482000;43000;39000;ESR (electron spin resonance) dating;tooth;2013;;Armando Falcucci;15.07.2020;Armando Falcucci  15.07.20;
Malapa Cave;Stalagmitic level;;;2024000;62000;62000;U series (uranium-lead) dating;calcite;;;andrew;14.04.2010;Patrick Schmidt  14.04.2010; andrew  06.06.19;
Malapa Cave;Stalagmitic level;;;2026000;21000;21000;U series (uranium-lead) dating;calcite;;;andrew;14.04.2010;Patrick Schmidt  14.04.2010; andrew  06.06.19;
Malta;Layer 3/III;OxA;OxA-6192;20340;320;320;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 3/III;OxA;OxA-6193;21340;340;340;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 3/III;OxA;OxA-6191;21700;160;160;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7709;20700;150;150;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7708;21600;200;200;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7704;21300;300;300;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-87;14750;120;120;14C (radiocarbon) dating;;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22; Abay Namen  23.03.22;
Malta;Layer 4/IV;GIN;GIN-4367*;20800;200;200;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7702;21300;110;110;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-4367;20900;200;200;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-8476;14720;190;190;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7703;21100;150;150;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7706;21000;140;140;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;UCIAMS;UCIAMS-79666;20240;60;60;14C (radiocarbon) dating;bone human;2013;;Abay Namen;23.03.2022;Abay Namen  23.03.22;
Malta;Layer 4/IV;GIN;GIN-8475;21600;170;170;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7710;20800;140;140;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Malta;Layer 4/IV;GIN;GIN-7705;19900;800;800;14C (radiocarbon) dating;bone;1996;;Abay Namen;14.03.2022;Abay Namen  14.03.22;
Maludong;ALROC (7);ANSTO;OZM149;12304;118;118;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;BRRS (1);ANSTO;OZM870;11425;100;100;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;DGCA (4);ANSTO;OZM144;11874;98;98;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;GAS (6);ANSTO;OZM148;12137;102;102;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;GAS (6);ANSTO;OZM153;12430;114;114;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;GAS (6);ANSTO;OZM155;12020;108;108;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;GAS (6);ANSTO;OZM146;12037;108;108;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;GAS (6);ANSTO;OZM147;11982;156;156;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;LGAC (10);ANSTO;OZM152;14699;130;130;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;LGAC (10);ANSTO;OZM151;13683;124;124;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;OROC (9);ANSTO;OZM150;13490;130;130;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;ORS (5);ANSTO;OZM145;11749;98;98;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;RS (2);ANSTO;OZM154;11675;104;104;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Maludong;RS (2);ANSTO;OZM143;11527;102;102;14C (radiocarbon) dating;charcoal;0;;Qi Zeng;03.12.2021;Qi Zeng  03.12.21;
Mamontovaya Kurya;Layer 3;;99253-4;19900;1300;1300;OSL (optically stimulated thermoluminescence) dating;sediment;2001;material dated - aeolian silt;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 3;;99253-2;14400;900;900;OSL (optically stimulated thermoluminescence) dating;sediment sand;2001;material dated - aeolian sand;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 3;;99253-0;19800;2100;2100;OSL (optically stimulated thermoluminescence) dating;sediment;2001;material dated - alluvial silt;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 3;;99253-3;15800;1000;1000;OSL (optically stimulated thermoluminescence) dating;sediment;2001;material dated - aeolian silt;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 3;;99253-1;13800;1100;1100;OSL (optically stimulated thermoluminescence) dating;sediment sand;2001;material dated - aeolian sand;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;ETH;ETH-20830;24080;220;220;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;ETH;ETH-20832;27090;240;240;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;Beta;Beta-4072;27130;180;180;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;Beta;Beta-11950;23860;120;120;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;TUa;TUa-1514;25650;535;535;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;ETH;ETH-20831;24890;210;210;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;ETH;ETH-21437;31420;370;370;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 4;Beta;Beta-119502;23890;140;140;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;LU;LU-3994;34920;1040;1040;14C (radiocarbon) dating;bone;2001;material dated - mammoth tusk;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;T;T-11503;36770;2620;1980;14C (radiocarbon) dating;tooth;2001;material dated - horse tooth;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;T;T-11504;34360;630;630;14C (radiocarbon) dating;bone;2001;material dated - mammoth bone;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;ETH;ETH-21439;30610;350;350;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;T;T-11403;36630;1310;1130;14C (radiocarbon) dating;bone;2001;material dated - mammoth tusk with marks;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;LU;LU-4001;37360;970;970;14C (radiocarbon) dating;bone;2001;material dated - mammoth bone;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamontovaya Kurya;Layer 5;ETH;ETH-21438;31380;380;380;14C (radiocarbon) dating;;2001;material dated - terrestrial moss;Abay Namen;12.02.2021;Abay Namen  12.02.21;
Mamony II;Layer 4;NSKA;NSKA-s418;33080;1138;1138;14C (radiocarbon) dating;bone;2018;;Abay Namen;01.11.2021;Abay Namen  01.11.21;
Mamony II;Layer 4;GIN;GIN-8480;31400;150;150;14C (radiocarbon) dating;bone;2018;;Abay Namen;01.11.2021;Abay Namen  01.11.21;
Mamony II;Layer 4;OxA;OxA-27848;40700;1300;1300;14C (radiocarbon) dating;bone;2018;;Abay Namen;01.11.2021;Abay Namen  01.11.21;
Manzi River;Reddish Sand 1;;SL-63;81600;5900;5900;ITL (isothermal thermoluminescence) dating;quartz;0;The ITL sample was taken in section A1. Combining the ages of the lower two samples gives a best estimate of 78.1 +/- 5ka for CL 1-2 and Reddish Sand 1-2.;andrew;29.01.2013;Manuel Will  29.01.13; andrew  06.06.19;
Manzi River;Reddish Sand 2;;SL-64;74500;3900;3900;ITL (isothermal thermoluminescence) dating;quartz;0;The ITL sample was taken in section A1. Combining the ages of the lower two samples gives a best estimate of 78.1 +/- 5ka for CL 1-2 and Reddish Sand 1-2.;andrew;29.01.2013;Manuel Will  29.01.13; andrew  06.06.19;
Maomaodong;Layer 3;;;14600;1200;1200;U series (uranium-thorium) dating;tooth;1986;deer tooth, no lab information.;Xiangmei Kong;25.08.2021;Xiangmei Kong  25.08.21; Xiangmei Kong  01.09.21; Xiangmei Kong  23.09.21;
Mar Tarik;base;CERAK;7447;123600;3400;3200;U series (uranium-thorium) dating;speleothem;2009;stalagmite fragment from compact central part;andrew;07.05.2015;Mareike Brenner  07.05.15; Mareike Brenner  11.05.15; andrew  06.06.19;
Marathousa I;UA2a;;MAR-R4;415000;46000;46000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA2b;;AM66;488100;46000;46000;ESR (electron spin resonance) dating;shell;2018;bivalve;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA2b;;AM65;488800;53600;53600;ESR (electron spin resonance) dating;shell;2018;bivalve;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA3b;;MAR-R9;380000;48000;48000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA3c;;AT68;424999;26200;26200;ESR (electron spin resonance) dating;tooth;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA5a;;MAR-R5;508000;42000;42000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UA5b;;MAR-R6;438000;38000;38000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UB4c;;AT39;387000;9300;9300;ESR (electron spin resonance) dating;tooth;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UB5a;;MAR-R10;394000;32000;32000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UB5b-c;;MAR-R01;480000;39000;39000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UB7a;;MAR-R2;462000;40000;40000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Marathousa I;UB7b;;MAR-R3;474000;35000;35000;OSL (optically stimulated thermoluminescence) dating;sediment;2018;;Armando Falcucci;24.06.2020;Armando Falcucci  24.06.20;
Masterov Kliuch;Unit 1;AA;AA-23646;7630;65;65;14C (radiocarbon) dating;sediment organic;2000;rejected;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 2;AA;AA-23642;19415;260;260;14C (radiocarbon) dating;tooth;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 2;AA;AA-23643;18335;320;320;14C (radiocarbon) dating;unknown;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 2;AA;AA-23640;32510;1440;1440;14C (radiocarbon) dating;bone;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 2;AA;AA-23641;29860;1000;1000;14C (radiocarbon) dating;bone;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 2;AA;AA-8888;24360;270;270;14C (radiocarbon) dating;bone;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 3;AA;AA-23647;18850;135;135;14C (radiocarbon) dating;sediment organic;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Masterov Kliuch;Unit 6;AA;AA-23648;2895;45;45;14C (radiocarbon) dating;charcoal;2000;;Abay Namen;21.09.2021;Abay Namen  21.09.21; Abay Namen  05.10.21;
Mata Menge;Ola Bula Formation Gero Formation;;ZFT-15;680000;70000;70000;fission track dating;zircon;;;andrew;11.01.2012;Matthias Göden  11.01.2012; andrew  06.06.19;
Mata Menge;Ola Kile Formation;;ZFT-10;1860000;120000;120000;fission track dating;zircon;;;andrew;02.12.2011;Matthias Göden  02.12.2011; andrew  06.06.19;
Mata Menge;Unit A;;;880000;70000;70000;fission track dating;zircon;;;andrew;02.12.2011;Matthias Göden  02.12.2011; andrew  06.06.19;
Mata Menge;Unit B4c;;;800000;70000;70000;fission track dating;zircon;;;andrew;02.12.2011;Matthias Göden  02.12.2011; andrew  06.06.19;
Matupi Cave;Unit 2;GrN;GrN-7244;720;45;45;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 2;GrN;GrN-7245;2910;75;75;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 3;GrN;GrN-7343;12050;250;250;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 3;GrN;GrN-6917;14230;220;220;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 3;GrN;GrN-7344;16740;150;150;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 4;GrN;GrN-7348;22100;240;240;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 4;GrN;GrN-7246;40700;;;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 4;GrN;GrN-7347;21630;410;410;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 4;GrN;GrN-6918;21210;400;400;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matupi Cave;Unit 4;GrN;GrN-7349;33000;1900;1500;14C (radiocarbon) dating;charcoal;1977;;Matthias Göden;06.12.2012;Matthias Göden  06.12.12;
Matuzka;Layer 4B;LU;LU-3692;34200;1410;1410;14C (radiocarbon) dating;charcoal;;;Abay Namen;12.04.2021;Abay Namen  12.04.21;
Mauer;Lower sands;VKTA;;554000;33000;33000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 21.5;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauer;Lower sands;VKTA;;502000;27000;27000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 20.5;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauer;Lower sands;VKTA;;603000;56000;56000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 23.0;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauer;Lower sands;VKTA;;607000;55000;55000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 24.0;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauer;Upper sands;VKTA;;508000;50000;50000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 16.0;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauer;Upper sands;VKTA;;420000;23000;23000;IR-RF (infrared radiofluorescence) dating;sediment sand;0;Depth (m): 15.0;Lennart Schäfer;25.01.2022;Lennart Schäfer  25.01.22;
Mauran;Ensemble XV2;;863-2a;27700;1900;1900;ESR (electron spin resonance) dating;tooth;1994;EU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;861a;44200;3300;3300;ESR (electron spin resonance) dating;tooth;1994;LU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;863-1a;31700;2100;2100;ESR (electron spin resonance) dating;tooth;1994;LU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;863-1b;34100;2300;2300;ESR (electron spin resonance) dating;tooth;1994;LU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;862b;39300;2700;2700;ESR (electron spin resonance) dating;tooth;1994;LU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;863-3b;23700;1700;1700;ESR (electron spin resonance) dating;tooth;1994;EU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
Mauran;Ensemble XV2;;863-3c;28000;1900;1900;ESR (electron spin resonance) dating;tooth;1994;EU age, Farizy et al. 1994;Matthias Göden;08.01.2021;Matthias Göden  08.01.21;
