assemblage.name;assemblage.created;country_continent.continent;locality.idlocality;locality.country;locality.created;
Monticchio_Neotoma_4103.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4119;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4133;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4148;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4162.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4172.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4187;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4206.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4221.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4235.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4243;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_425;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_425.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4255;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4277;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4293.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4310;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4325.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4339;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_435.8;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4352.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4366.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4383;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4396.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4411;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_442.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4429;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4436;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_444.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4452;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4468;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4481;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_449.1;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4497.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_45;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4509;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4518;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4532;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_456.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4582;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_46.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4604;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4622;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4638;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_464.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4654;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4669.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4686;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4705;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4722;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_473.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4740.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4756.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4772.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_478.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4795.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4801.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4819;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_482.8;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4835.8;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4853;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4884.3;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4892.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4903;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_491.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4912;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4928;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_493.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4945;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4962.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_4993.5;12.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_500.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5006.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_501.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_501.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5023;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5038;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5052.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5067.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5082.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_509.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_510.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5101.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_511.1;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5118;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5135.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5153.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5171.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_519.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5195;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_52.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_520.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5203.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_521.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5219.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5237;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_524.8;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5245;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5268;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_528.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_528.7(1);11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5313.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5328.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5336.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_535.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5352;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5377;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5385.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5402.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_541.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5418.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_542.1;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5427;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5444;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5452.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5460.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5464.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5478.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5495;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5510;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5526.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5547.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5564.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5582;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5599;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5615;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_562.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_563.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5631;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5649;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5655;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_566.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5662.6;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5670.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5674.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5678.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5682.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5687.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5691.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5695.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5699.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_57.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5703.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5719.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5727;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5735.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5758.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5774.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5782.6;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5791;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5806;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5810;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5812;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5833.6;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_584.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5847.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5862;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5877.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_588.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5894;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_59.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5909;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5933.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5949.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5964;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5968;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_598.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5983;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_5995;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_60;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_600.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6011.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6028;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6045.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6061;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6077.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6085.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6094.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6109.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_611.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6125.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6141.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6167;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_617.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_617.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6176;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_618.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6189.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6204;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6220.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6237;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6252.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6260.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6275;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_628.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6313.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6327.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6342;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6369.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_638.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6386.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_64.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_640.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6402.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6418;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6435;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_645.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6451.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6457.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6467;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6480.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6498.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_65;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_651;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6515;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_652.8;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6532;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6547.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6563.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_657.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6573.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_658.1;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6590.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6603;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6615.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_663.2;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_663.2(1);11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6632;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6647.2;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6665.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_668.8;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6682;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6694;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_67.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_671.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6715.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6730.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_674.2;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6747;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6764.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6780.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_679.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6796.2;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_681.2;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6812;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6828;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_684.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6843.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6867.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6883.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_690.5;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6900.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6916.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6930.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_694.1;15.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6942.1;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6942.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6942.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6942.9;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6943.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6943.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6944.3;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6944.6;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6944.8;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6945;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6945.2;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6945.5;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6945.7;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6945.9;13.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6946.2;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6946.4;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6946.6;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6946.9;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6954.5;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6954.9;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6955.3;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6955.5;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6955.7;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6955.9;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6956.1;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6958.8;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6959.1;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6959.5;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6959.7;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_696.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6960;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6960.2;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6960.4;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6964;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6980.5;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_6997;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_700.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7014;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_703.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7036.5;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_706.7;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7104.8;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_711.4;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_712;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_713.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_717;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7173;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_718.9;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7189.2;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_719;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_7206;14.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_721.6;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
Monticchio_Neotoma_722.3;11.02.2022;Europe;Monticchio;Italy;11.02.2022;
